id	sentiment	review
1004	0	daddy &#38 ; papa explores the growing phenomenon of gay fatherhood and its impact on american culture .
1005	0	what about charlotte : can pally let his heart take the lead ?
1006	0	"the quest now set before them ends in a love , a lie and a legend that has lasted a thousand years ."
1007	0	"as debby tries to parlay what was essentially a casual fling into possible marriage with an indifferent rick , her mother virginia wonders if heraffair with w"
1008	0	"so in order for michael's quick and complete recovery , john takes the emergency room hostage until the doctors agree to get the transplant successful ."
1009	0	"scared and confused , frank and caroline must find their way back home , all the while avoiding danger at every turn ."
1010	0	"obviously a socialist commentary , poets is in turn informative , witty and thought-provoking ."
1011	0	"he has returned as a ghost , but he can do nothing but passively observe as the police stand clueless to the murder ."
1012	0	"through battles and adventures ahas and his companions grow up , but destiny has some bitter surprises to offer ."
1013	0	"a story of love and enchantment set in the coldest of winters , it explores the issues , dilemmas and barriers facing the lucky and unlucky in love in the 21st"
1014	0	depending on what you read witnesses say his penis was from 12 to 14 inches long .
1015	0	she is really hiding her true emotional motivation behind a mask .
1016	0	"to the outside , he is a faithful servant and a fierce protector of the organization , but inside he is full of doubt ."
1017	0	"west coast "" bodybuilding competition and use his own body as the perfect reflection of his mind's work ."
1018	0	"henrik meets the mysterious bag lady , who gives him a pair of magic shoes that make him dance like a dream ."
1019	0	"in the early years , mitra is repeatedly punished as the warden tries to break her ."
1020	0	he's made a mistake and he's trying to pay for it but he doesn't know if there is enough money in the world .
1021	0	"while their first few meetings are innocent enough , the obsessive and seductive madison wants more - much more ."
1022	0	"he finds a level of comfort in his old skin , and is able to finally get some sleep ."
1023	0	"the story is derived from the myth of yavakri , which is a part of the great indian epic , the mahabharata ."
1024	0	"horace and colt , a fifty-something married couple , are divided - they have lost the key , to their room and to each other ."
1025	0	"a young reporter named rachel is investigating these events , but after she and her small son watch the tape , it becomes a race against time to find out why t"
1026	0	"sara , recently divorced and mourning the loss of her only child , rents her basement to bogdan , a serbian musician who brings the whole band along ."
1027	0	bruce is a down on his luck tv news reporter .
1028	0	"a man gets into a car and makes a farewell address to his young daughter , explaining why he will blow himself up as a protest against the dictatorship he live"
1029	0	a situation or activity specially suited to a person's abilities or character .
1030	0	a bored secretary in the holiday firm funtime inc spends her time looking after the plants around her .
1031	0	"as different as salt lake city and new york city , sam and charly are thrown together by circumstance and repelled by differences ."
1032	0	"tinke , a 9-year-old orphan from the wilderness , struggles to find her unknown , rich grandparents ."
1033	0	big yard operates a child smuggling ring and 'superbob' must save dante or lose his son forever .
1034	0	a love triangle about young people trying to communicate in world where communication is about to change forever .
1035	0	they say sooner or later all love stories will end ; now &#38 ; forever is the exception . . .
1036	0	"chock full of ethnic flavor , whimsy , doubt , faith , joy and wonder , mary and joe is a delightful surprise , as the old story is brought into the present wi"
1037	0	"the filmmaker journeys from her birthplace , brooklyn's hasidic community , to its origins in hungary and back ."
1038	0	prosit has made a lot of enemy&#180 ; s .
1039	0	"like her mother , she is down to earth , clever , and a huge fan of the musical sweeney todd ."
1040	0	"but roger's seemingly foolproof world of smooth talk and casual sex begins to unravel when he is paid a surprise visit by his teenager nephew , nick ."
1041	0	"she and her daughter try to escape ( such as to her previous boyfriend played by futterman ) , but he pursues relentlessly ."
1042	0	"jimmy tong ( chan ) is just a lowly chauffeur for millionaire clark devlin ( isaacs ) , until devlin has an accident that puts him in the hospital."
1043	0	"durval and his mother carmita live at the back of "" durval discos "" , a record store they own in s&#227 ; o paulo , specializing in vinyl records."
1044	0	"after taking a look at the people around her and examining her life's choices , lucy decides that it would be unfair to give up this baby just because she didn"
1045	0	"leader of the pack luck ( danny lopes ) , fueled on major hallucinogens , transports the gang to the reverend's isolated house where the basis ofthe second pl"
1046	0	"friday after next takes place back in the hood during the christmas season , craig and day-day are now living in a rundown apartment ."
1047	0	the young man find herbert down in his jail cell and learns for himself just what the re-agent is capable of .
1048	0	"former maintenance man gary fitch becomes the least likely candidate for mayor of santa monica , california , when he teams up with the wackiest ""dream-team """
1049	0	a criminal mastermind has set in motion a plan to infiltrate a high tech prison in order to persuade a death row inmate to reveal the whereaboutsof $200 milli
1050	0	"in an alternate space and time , a mythological being called the guardian is charged with manipulating and protecting dark matter ."
1051	0	he is a homeless street performer who brings shakespeare's soliloquies to life each afternoon on various street corners around the city of denver.
1052	0	"adam miauczynski , the character known from director marek koterski's previous films , is a 44 year-old teacher , who reads poetry during school lessons and la"
1053	0	"tension mounts , and as the cops arrive , morgan is growing impatient ."
1054	0	"differences spark interest , though , as charly finds depth in sam's idealism and sam seeks the vibrance of charly's joie de vivre ."
1055	0	"at the end of the worst day of his life , bruce angrily ridicules and rages against god and god responds ."
1056	0	"while johnny knoxvile and his pals put their life at risk , they are entertaining people at the same time ."
1057	0	"her cathexis was rapid and she formed an intense attachment to her young doctor , who seems to have reciprocated ."
1058	0	"he resorts to whiskey-smuggling , a traditional family occupation ."
1059	0	but progress is frustrated when dr chu becomes a victim of the copy-cat killings herself .
1060	0	he trades his grandmother's only treasure for a video game ; he throws his food and he throws tantrums .
1061	0	"how has the "" excitement "" of the 70's turned into the "" blandness "" of today ?"
1062	0	"soon , he finds that his fellow patients are being murdered one by one ."
1063	0	"nobody talks about what happened five years ago , but something shifts beneath the surface of their lives a secret that won't stay buried ."
1064	0	"documentary-style drama showing the events that lead up to the tragic incident on january 30 , 1972 in the northern ireland town of derry when a protest march"
1065	0	"her young son dies , her marriage to max is ruined , and her lover is in fact dangerous in his jealousy and mad rage , but no matter what the consequences - hi"
1066	0	"delia is a spirited , working-class woman from a small town in new york who leaves her abusive husband and sets out on a journey to reclaim the power she has l"
1067	0	when one of them tells the other a rumor that he might be a homicidal maniac they are all scared of him .
1068	0	"becoming fast friends , they soon both moved with their families near coney island , where they became active community leaders ."
1069	0	"thomas narrowly escapes when his brother sean finds a wishbone , and suggests that they make a wish ."
1070	0	carol miller is a psychologist with a dark secret .
1071	0	"now , when angered , he turns into a massive green behemoth with the mind of a child ."
1072	0	"academy award winner angelina jolie stars as sarah jordan , an american living in london in 1984 ."
1073	0	or this could be the start of a nightmare - the likes of which she could never have imagined .
1074	0	"aliens appear at the un and invite earth to join the galactic federation , there is a catch though , earth has one year to send a team of it's best fighters to"
1075	0	"when spain and portugal physically separate from the continent , the detached iberian peninsula aimlessly floats off to sea , becoming home to a group of god-l"
1076	0	"by contrast , tom finds her world increasingly seductive , and as fatal gradually loses the only person she trusts , she discovers destiny has other plans ."
1077	0	greg puts up with martha's harsh criticism in exchange for a place to lay-low until he can evade the police and repair his delicate relationship with his young
1078	0	"the pink house is a fast-paced , youthful comedy that has been called a sweeter , more intellectual animal house ."
1079	0	"he arrives in the small welsh town , unsettling the life of his ex-lover ( redgrave ) while inspiring his newfound daughter to follow in his footsteps with a m"
1080	0	she has two men in her life : wealthy divorcee ray porter ( steve martin ) and struggling musician jeremy .
1081	0	a woman who is again able to reach out for love .
1082	0	"director duncan roy impressively presents aka through three simultaneous frames rather than one , offering the audience a deeper and more complexperspective t"
1083	0	"christin has been working at a hotel owned by budcasso , her friend's fianc&#233 ; ."
1084	0	"during his skyrocketing career , johnathan has to experience what alexi has found out : blood brings more viewing pleasure to the audience ."
1085	0	"the plan's to use the school auto shop to prep two police cars , stash the drugs in secret compartments and drive away safely ."
1086	0	"he tries other legal approaches , which also fail ."
1087	0	thinking this will be his chance to go out on top victor soon finds out that he has been double crossed and his last option is to get revenge .
1088	0	"based on the 1997 john king novel of the same name with a rather odd synopsis : "" a first novel about a seasoned chelsea football club hooligan who represents"
1089	0	chep's growing love for fran makes him willing to prowl the dark streets at night in search of items for her .
1090	0	"this includes never-before-seen images of tests of modified v-1s at point mugu naval air station , and the flight test program for regulus at edwards air force"
1091	0	"we open on the main character alex , a chef , put out by her effort for the shower and struggling with her desire to make things "" picture-perfect. """
1092	0	he seeks the wisdom of his friend and confidant saiid and together their attempts to give niche his identity leads to more problems . . . in
1093	0	"a remake of the danish blockbuster "" klatretosen , "" catch that girl is described as "" ocean's 11 "" or "" mission : impossible "" for kids ."
1094	0	blessed encompasses the lives of four women who are inescapably involved in a brothel at the centre of the plot .
1095	0	"ethan fernier is obsessed with the horror movies of b-movie director , winston korman ."
1096	0	"it's sex and the city meets the wedding banquet for young san franciscan daniel chang , living at home with his clueless , traditional mother ."
1097	0	all of her hard work pays off when she is accepted to a prominent dance program in new york .
1098	0	"but after sigmund freud's note ( above ) on the nefarious nature of females , the doctors hatched the theory of counter-transference to explain their feelings"
1099	0	the people want to lynch him and blueberry can only just prevent that .
1100	0	"rajput then gets together a team of three blind men vishwas prajapati ( akshay kumar ) , arjun verma ( arjun rampal ) and ilias ( paresh rawal ) who will help"
1101	0	considering his profession could be a very dangerous occupation .
1102	0	"these people , most of whom were american citizens , were taken from their homes and sent to "" relocation "" camps in desolate , isloated areas ."
1103	0	the man who kidnapped his daughter is also doing what he can to find them .
1104	0	"ben's rock-solid , promising future and romance with amy are turned upside-down with the arrival of madison bell ."
1105	0	"ben stiller and jack black star as tim and nick , best friends , neighbors and co-workers , whose equal footing is suddenly tripped up when one ofnick's hareb"
1106	0	their race against the clock to find the precious stones ultimately unravels a plot to distribute a deadly new weapon of war .
1107	0	"no matter how hard you run from the past , it has a way of catching up with you ."
1108	0	"but paul's dream job turns into a nightmare of sex for hire , drugs and violence ."
1109	0	he is reluctant to help at first because he is wearing his friend kumin's shoes and doesn't want it to be dirty .
1110	0	"as the strange thefts escalate , detective phil barbara ( gale harold ) is assigned to the case and is soon on chep and fran's trail ."
1111	0	"after john anderton lost his son to a crime a six years ago , he took up drugs , and works the precog division like nobody else ."
1112	0	"april's shower is a comedy about love , romance and expectation ."
1113	0	"it is set in the fantasy world middle-earth , created by tolkien in 'the hobbit' , 'the lord of the rings' , and 'the silmarillion' ."
1114	0	"but before he is able to set out on his expedition , the professor , along with the tablet , are taken hostage by a group of mercenaries , led bythe vicious p"
1115	0	"bettien decided to cooperate with the police and because of her testimonies , many precious arrests were made ."
1116	0	there is a knock at the door and mitchell hears his mother asking for t-mon .
1117	0	"this "" league "" comprises seafarer/inventor captain nemo ( shah ) , vampiress mina harker ( wilson ) , an invisible man named rodney skinner ( curran ) , ameri"
1118	0	the originally noble motive rapidly degenerated into an orgy of bloodletting and terror .
1119	0	"diana , who secretly returns jose's affection , comes to his rescue , but is taken hostage ."
1120	0	three friends trace their relationships with each other and learn about themselves in the process .
1121	0	"these devices immediately became an essential household appliance , and were advertised in nearly every women's magazine and sewing notions catalog of the time"
1122	0	"if people accept it , the crime rate is going to drop drastically , but it never will be known if there might not be too many people imprisoned ,some or even"
1123	0	"the movie mixes the personal life of the ancestors of this man as well as historical moments for m&#233 ; xico such as the reform war , the mexican revolution"
1124	0	"as the police try to piece together what happened , the convoluted relationship between a young woman and her two suitors gradually emerges ."
1125	0	the problem is that the mysterious inhabitants are murderous lunatics out to kill every one of them . . .
1126	0	now the chinese man shows up wanting the gems .
1127	0	"anna changes her mind : when some rich , ignorant american couple wondering about if they should buy the house asks for the swimming pool ( whilethe mediterra"
1128	0	"the fictional characters become part of the creators world as they appear on the subway with them , imagination becomes reality ."
1129	0	"while gypsy's unprecedented disappearance perplexes the entire music industry , she retreats with her husband to the desolation of cape cod in winter . . ."
1130	0	a cold-hearted judge finds out when a seemingly crazy young couple break into his house and take him captive .
1131	0	this documentary of cameroon's repressive political realities begins with the 1990 publication of an open letter to president biya calling for a national confe
1132	0	"ultimately , anime moves far beyond the realm of simple cartoons , encompassing a sensuous melange of complex storytelling , cutting edge imagery, music and f"
1133	0	"his strengths are fish frying and stamp collecting , and he thinks magnum 45s are a type of ice cream ."
1134	0	because of her finn is finally able to accept himself .
1135	0	"seymour polatkin is a successful , gay indian poet from spokane who confronts his past when he returns to his childhood home on the reservation toattend the f"
1136	0	a young couple is concerned about the future of their relationship as they anticipate their time apart .
1137	0	"pursued by immigration service and later arrested , he is about to be deported ."
1138	0	"the fatal accident was actually choreographed by henrietta , a kervorkian wannabe , and dara and noble become henrietta's unwitting pawns ."
1139	0	it is a dark comedy that challenges the traditional ideas of marriage and questions the societal values of money and sex .
1140	0	"when the film reaches its dramatic climax , a varied cast of characters must all figure out a way to bridge the chasm between their dreams and reality ."
1141	0	"they literally bump heads one night , and become best friends ."
1142	0	"chris , an angry drug dealer , steps in and saves mitchell ."
1143	0	drugs are out because they tried that before and some of the po'boys spent a little time behind bars .
1144	0	"from the creative mind of pulizter winner dave barry , comes a film following a chain of events inspired by the arrival of a mysterious suitcase in miami ."
1145	0	while she is away a strange man with an axe comes into the motel room and attacks matt .
1146	0	"this dark bittersweet drama focuses on roberta , a 350-lb secretary who loses her job and learns she is dying on the same day ."
1147	0	"the three roommates have proudly scammed their way through the last four years of college and now , during the final exams , these big-men-on-campus are about"
1148	0	"the they also find themselves in a battle to hold on to their discovery before it falls into the hands of their rival , fergus wolfe ."
1149	0	"in this documentary , hannah , an ex-refugee , returns with her 55 year old son to the prison where she was held for five years ."
1150	0	and that's what you get when sampling the wonderful idiosyncrasies in this love story on espresso .
1151	0	"faced with its aftermath , angela flees town , unaware that she has put into motion a dramatic and intense string of events that will forever change the course"
1152	0	"instead he hides out in a cave on goose creek , waging guerilla warfare against expansionism and the destruction of historic property with the help of his fami"
1153	0	little ella's birthright is the gift - and curse - of obedience .
1154	0	he checks into a rehab clinic that specializes in treating law enforcement officials .
1155	0	"after 20 years of exile in paris , gustavo returns to his native city s&#227 ; o paulo ."
1156	0	"a washed-up 80's pop star ( ferguson ) suddenly has a new direction in life when he discovers that he has a teenage daughter , olivia , ( church ), in cardiff"
1157	0	""" some like it hot "" meets "" stir crazy "" describes the antics of the film ."
1158	0	"sexgunsmoney@20 is an intense , funny and visceral story about excesses , instant gratification , greed and power , filled with intrigue and machiavellian plot"
1159	0	"evergon is ultimately a compelling story about the human condition , exploring a young man's search for love , steady employment and self-respect."
1160	0	"since bursting onto the music scene last year with her double platinum first album 'pie on my face' , tildy st ."
1161	0	will graham must risk his family's security and his own safety to track down this one last murderer - the epitome of all evil - the red dragon .
1162	0	"the focus of this story takes place at an annual drag-racing event in fresno , as manuel tries to retain his championship title ."
1163	0	the story starts with phillips and a cohort robbing a store and injuring a salesperson .
1164	0	"an astonishing feat for a major star let alone a 27 year old from pickum , south carolina who only two years ago was sleeping in a cardboard box in the back al"
1165	0	things begin to go wrong when they are given a handgun to reward their success in the new job .
1166	0	"undecided about his future , yun fei , an unknown young poet , goes to visit an old university friend in the suburbs of beijing to seek his advice."
1167	0	"through his addiction to these ardent visions , he becomes more reclusive ."
1168	0	"whe he misses a dose of prozium , a mind-altering drug that hinders emotion , preston , who has been trained to enforce the strict laws of the newregime , sud"
1169	0	"they go over less well with tom donnerel , a young farmer and carrie's fianc&#233 ; ."
1170	0	it is dawn on the morning of the vernal equinox .
1171	0	and keeping their heads on their necks will become their main concern . . .
1172	0	"20 , 000 years before , our planet is entering an ice age ."
1173	0	"on their way back , they drive through death valley ."
1174	0	"we're introduced to the duo's lyrical and melodic craft when , for example , well-known actors recite giants lyrics , underscoring the dark wordsoften coupled"
1175	0	nete forces a doctor to tell her how much time he has left .
1176	0	"everyone's favorite mad scientist herbert west is currently in jail after having state's evidence turned against him by his former assistant , dancain ."
1177	0	"later , otte distributes the donations he's collected throughout the year ."
1178	0	"unfortunately , he no longer has the 10 million won required for the hospital to perform the operation ."
1179	0	the film focuses on a morally conscious assassin called quinn .
1180	0	simon ( keith carradine ) a mysterious man with a past returns to iceland with the intention to end his no good life .
1181	0	"this is a romantic comedy about a girl named christina who , one day , meets a guy in a bar ."
1182	0	"the life story of the late graham chapman , legendary founding member of monty python ."
1183	0	"watch as superfag rescues anthony , a naive , adorably cute guy whom superfag falls head over heals in love with . . . watch"
1184	0	"through the looking glass is a psychological horror detailing the path of one man's obsession that culminates in madness , fear and ultimately death ."
1185	0	"harnessing the explosive momentum of the internet , anime heralds a revolution in 21st century youth culture ."
1186	0	"his older brother dale , suspects that there is nothing wrong with brian and that this is just a ploy for more attention ."
1187	0	"the result is a high-stakes mystery , where everyone seems to know exactly who is most guilty ."
1188	0	"after spending a year in a mental instituton , molly peters finally returns home to her mother ."
1189	0	"romy dispenses orders like a drill sergeant as they scramble southwest to round up the last two surviving members of eagle's wwii , b-17 bomber crew ."
1190	0	the feeling of each vision changes drastically as does the way the son looks and acts .
1191	0	"but our wet hero isn't dead , and soon finds himself in zurich ."
1192	0	"never giving up the fight to win the war , mcnamara is silently planning , waiting for his moment to strike back at the enemy ."
1193	0	"the film narrates in a richly detailed , associative montage the boundless possibilities of manipulating images and using images to seduce ."
1194	0	he leaves the city while searching for expression and finds a place to hide that he uses as his stage .
1195	0	"they detour from their trip to take the girl to the nearest town , where they meet the local sheriff who is hell bent on capturing the girl's attackers ."
1196	0	together they travel to england and meet up with chon lin to kill rathbone and get the imperial seal back .
1197	0	a unique bond was formed between both as he could share with her the intense pain of his unfulfilled love for paro .
1198	0	"the film intercuts between two days , two years apart ."
1199	0	#NAME?
1200	0	"forgotten in the nearby camp of maslakh ( slaughterhouse ) 150 , 000 displaced afghans hardly survive ."
1201	0	"despite dire warnings from his uncle , dean is seduced by the book's knowledge ."
1202	0	"jonah loves his job , until the day comes when he has to deliver a message to the people of nineveh ."
1203	0	"regulus features recently declassified footage , as well as interviews with the submariners , rocket scientists , and test pilots involved in thedevelopment a"
1204	0	'loosely based on a true love story' is a romantic comedy starring kate hudson as emma and luke wilson as alex . alex is an author whose writer'sblock and gam
1205	0	"slowly , patricia regains her joy of life although living in complete isolation ."
1206	0	"he led a bleak life , stuck in a boring routinity created by his ambition to become a sucessfull producer in one jakarta's leading tv station ."
1207	0	paul's true romantic feelings soon surface and jenny finds things to be a little more than she can handle .
1208	0	"after a confrontation with a house elf named dobby , harry escapes to the weasley house with ron weasley ( rupert grint ) in a flying car ."
1209	0	"as he tries to re-discover the family that he abandoned long ago , he is forced to confront the anxieties in his memories - the family he betrayedand abandone"
1210	0	"unknown to anyone , inez has begun a secret tryst with druden ( james urbaniak ) , a sweet-spirited , oddly-romantic , and wealthy young lawyer intown ."
1211	0	"the story takes place in rural vermont , against the backdrop of the state capitol , where civil union laws are being debated along with gun control and dwis ."
1212	0	"their calendar became a worldwide sensation , out-selling even of britney spears and cindy crawford ."
1213	0	""" confessions of a dangerous mind "" is the story of a legendary showman's double life - television producer by day , cia assassin by night ."
1214	0	"one sunday , while all the town , including his wife and son , are piously praying mass , a miracle occurs ."
1215	0	"nine good teeth reveals many of the common truths hidden away in all our families , as well as the unexpected - late night visits from jack kerouac , illicit l"
1216	0	"in addition , various genres of musicians have joined in today showing worldwide support , thus contributing to bruce's objective , 'sure it's nice to be famou"
1217	0	harbour falls in love with alice and soon all four of them are closely intertwined in each other's lives - and perhaps even deaths .
1218	0	"as a result , sarah embarks upon a journey of discovery that leads to danger , heartbreak and romance in the far corners of the world ."
1219	0	it's charming and independent and everything hollywood is not .
1220	0	her family doctor is baffled ; his examination reveals her story to be true !
1221	0	"suspiciously , word of the device got out to the underworld and both parents were brutally killed in front of the girls' eyes by criminals eager to get their h"
1222	0	"when raj's family move to england to get involved in an internet business , raj promises tina that he will keep in touch with her and that their friendship wil"
1223	0	"but there is a political dilemma : if someone is arrested before he commits a murder , can the person be accused of the murder , which - because of the arrest"
1224	0	"when her aunt sends her a pair of shoes instead of the money to start up the restaurant , she angrily sells the useless gift for spare change ."
1225	0	"his first challenge is from the chinese workers , technicians , and officers , who have been trained to work under the old system and unable to function suffic"
1226	0	"all this takes a strange turn when a mysterious patient ( satan , he calls himself ) the hospital seeking help ."
1227	0	"she's eighteen , unemployed , broke and hopelessly in love with her wannabe rockstar boyfriend matt ."
1228	0	patricia gets increasingly unhappy within the materialistic las vegas scene .
1229	0	they board the boat that is to carry them to the isles of the blessed .
1230	0	"he holds her prisoner while awaiting the surgery , but she escapes and hides out until she raises enough money to flee to the u . s . when she arrives in new y"
1231	0	though ronnie works at hope house he doesn't follow procedure when he finds sarah wandering outside the confines .
1232	0	""" new suit "" is a contemporary update of the fairy tale "" the emperor's new clothes . """
1233	0	at this far away place he bares his inside .
1234	0	"harry , a world-weary career criminal masquerading as a priest , takes to the road with escaped convict nate and his jailbait girlfriend angel ."
1235	0	"nicole goes through the ordeal of communist prisons , conflicts and risky activities , and manages to provide a heartening example for the other inmates ."
1236	0	"in singapore , that means that at the age of 12 , the government has decided that they are not as academically inclined as their peers ."
1237	0	"( king plays a "" russian mob princess "" ; roden plays an evil kung fu master who is seeking the scroll ) based on the very underground comic book, an immorta"
1238	0	"in 1650 , capt . jameson macaulay has decided to remarry and returns to his castle to take down his deceased wife's portrait ."
1239	0	"however , as simone's fame skyrockets , he cannot bear to admit his fraud to himself or the world ."
1240	0	"this is the dark , moody tale of a neglected housewife who discovers she can escape her loneliness and recover a sense of interaction with her husband by havin"
1241	0	"with a little help from the well connected and seductive daughter of a columbian gangster , he becomes a drug kingpin with a nationwide monopoly on drug runnin"
1242	0	"leon ( revilla ) , known as kilabot , is an nbi agent who also works as a tattoo artist by day ."
1243	0	"after an assassination attempt on the life of senator padme amidala ( natalie portman ) , jedi obi-wan kenobi ( ewan mcgregor ) and his padawan learner anakin"
1244	0	"when her mother passes away , ella is cared for by her thoughtless and greedy father who remarries a loathsome woman with two treacherous daughters ."
1245	0	"after a drastic confrontation with the 'normal' outside world that results in fighting and panic , the group breaks up ."
1246	0	"from naboo to tatooine , it grows into love for her ."
1247	0	"told in flashback as danny reviews the razor eaters' videos , we see the spiralling rampage through two perspectives ( and two formats ) as dannyand the razor"
1248	0	"kamel , a young man from the french ghetto , near paris , is coming back to france ."
1249	0	"this movie centers around the new pok&#233 ; mon celebi , a one-of-a-kind veggie-like bug whose only kin are celebi from other points in time ."
1250	0	"people are becoming petrified , and no-one knows what is doing it ."
1251	0	"with only a high school diploma , thomas became a leading cardiac pioneer and educator of two generations of the united states' premiere heart surgeons ."
1252	0	"thinking the young man is dead , a curious fisherman with a scalpel finds two bullets in his back and a miniature laser device in his hip ."
1253	0	celebrities are talking about him on mtv and girls are fighting over him on jerry springer .
1254	0	"when tom goes away for a few days , lori , with the help of best friend , monica , investigates the disappearance of helen ."
1255	0	a little girl's search for her biological mother who had abandoned her as a new born baby is brought out poignantly in 'kannathil muthamittal' .
1256	0	the future is on it's way to atlantic city on a bus .
1257	0	"now with the help of the trixter arpid , tribal leader balthazar and an unexpected ally , it's up to mathayus to fufill his destiny and become thegreat scorpi"
1258	0	"the teamster's union goes on strike against overnite transportation , a nationwide freight company that has resisted unionization ."
1259	0	the ultimate hell is about to be raised on earth .
1260	0	"he is still famous , although still disliked by snape , malfoy , and the rest of the slytherins ."
1261	0	based on real events then fictionalized the film is set in los angeles circa 1977 and chronicles the rise of two fast-talking hustlers charlie rainone and jack
1262	0	a documentary of the true story of two american adventurers who follow mysterious clues to find the true mt .
1263	0	"when they get there , strange happenings invade the school ."
1264	0	a story about a troubled genius who attempts to build a magnetic engine in hopes of greatly reducing the worlds consumption of fossil fuels and electricity .
1265	0	his intelligence and unconventional attitude attract the attention of veteran walter burke ( al pacino ) who squires him through the agency's difficult trainin
1266	0	"then the trouble it&#180 ; s only stars , with betrayals , bounty killers , hostile indians and the mystery ghost who guard the gold mine ."
1267	0	anna has begun to rely on her stalker's presence .
1268	0	the tale of ancanar is an original fantasy story inspired by the author j . r . r . tolkien .
1269	0	"as his agent pushes him to be bigger , and valerie , the bakery owner , adds a surprise of her own , stan begins to strain under the pressures ofmass producti"
1270	0	"en un ca&#243 ; tico principio del siglo xxi , oleadas de cr&#237 ; menes saturan los informativos , y decenas de sectas tratan de captar la fe dela cada vez"
1271	0	"each brush stroke brings him inexorably closer to an unknown fate , a fate that is perhaps foretold in the very visions that fuel his work ."
1272	0	"and then , did you ever let fear get in your way and keep you from having the person you've always wanted to be with ?"
1273	0	and he's found the perfect patsy to evoke such fear .
1274	0	'nine dead gay guys' is the outrageous but hilarious result of the ensuing caper as the lads begin the search for the elusive bed .
1275	0	"to help things out , lena hires boey , an expert on babies , to join the team ."
1276	0	"the story is about a man , bruce hickman , and his relationship with another man , frank , the thing that they have in common is the relation witha deaf perso"
1277	0	"later , one of the wives is found dead in the hot tub , setting off a series of events that reveal their inner beliefs ."
1278	0	"the quest takes him to the mountains of north carolina , the beaches of the dominican republic , the islands off of ireland , the gardens of japanand the holy"
1279	0	"his unemployment and the fact that there is no woman in the house to care for the children , evelyn , noel and brendan , make it clear to the authorities that"
1280	0	"babe , a television tabloid reporter , poses as an innocent small-town girl to do an expos&#233 ; on deeds ."
1281	0	'while you were waiting' explores the complex relationship between cigarette addiction and its effects on family members .
1282	0	"while philippa does not want to elude the justice she deserves for the four innocent deaths , filippo discovers he fell in love with the beautifulwoman ."
1283	0	"when dwindling membership and increasing overheads makes the bowling club a prime candidate for a takeover , it's all hands on deck to save the club ."
1284	0	"19-year old free spirit daphne reynolds ( amanda bynes ) , raised by her equally free-spirited mother , goes to england to meet her father , who turns out to b"
1285	0	"finally , he moved away from paro and wrote a letter to her , asking her to forget him ."
1286	0	"shane bradley , who is fixated on ideas of luck and destiny , tries to win the girl of his dreams ."
1287	0	"this film is based on "" our sunshine "" by robert drew , a novel based on the life of australian bushranger and icon , ned kelly ."
1288	0	his dreams seemingly become shattered as caroline is married and has a daughter .
1289	0	years later murdock has grown into a man and becomes a respected criminal attorney .
1290	0	"passing himself as a single father , he starts to meet a string of single mums , confident in his ability to leave them behind when they start toask for a com"
1291	0	what drives a young african-american man to become a member of the republican party and to run for a united states congressional seat in a district in south ge
1292	0	when the skittish emma finds blood on her pillow why does she still stay behind ?
1293	0	"while there , the elder man falls in love with the mom ( keaton ) ."
1294	0	this story is a heartbreaking look into the addiction of smoking and its consequences to the loved ones of the smoker .
1295	0	"he's full of ideas on how to change brazilian public health , which is being threatened by yellow fever ."
1296	0	"patricia is able to escape las vegas , not before having had to overcome the heavily threatening katherine and a brutal nurse ( lilyan chauvin ) who aimed to t"
1297	0	"two american mafiosi , gino and settimo , take refuge in the glasgow cafe owned by their scottish/italian cousin ."
1298	0	"but , sometimes what we teach our children can be as deadly as not teaching them ."
1299	0	"with some encouragement from tom ( paul bettany ) , the self-appointed town spokesman , the little community agrees to hide her and in return , grace agrees to"
1300	0	"mitchell takes the gun to t-mon , a pimp who lives in a modern age opium den : pillows , candles , opium , and ho's ."
1301	0	"stefan balsiger is a congenial , average councillor to the swiss embassy in havanna ."
1302	0	"so as she tries to open the door for the last time , it just won't open . . ."
1303	0	we live in world of sorrow and pain but all it takes is one person unafraid to make a difference .
1304	0	"in return for a small plot of land , george agrees to search for princess lunna ."
1305	0	big-shot executive robert stiles' car is damaged when parked at the lodge .
1306	0	"together with john connor , it must stop the rise of the machines or all humanity will fall ."
1307	0	"nothing works until jonathan falls for cammie giles , the ward activities director ."
1308	0	"an engineer creates the ultimate weapon in a battle against aliens , only to be suspected as an alien himself ."
1309	0	"furthermore , he seeks to investigate and confront the powerful elite political and corporate interests fanning this culture for their own unscrupulous gain ."
1310	0	"in a final game , johnathan and his team have to fight for mere survival against their real opponent - their boss alexi petrovich ."
1311	0	meena's growing up - and that brings plenty of changes .
1312	0	"with a little money , they set out on the road with a guy named ben ."
1313	0	"this causes duncan's father ( jenkins ) further grief , who doesn't understand his son's unusual mourning rituals ."
1314	0	"a women from holland returns to indonesia , the country of her roots ."
1315	0	"it is 1492 , and spain has decreed that all jews must either convert to catholicism , go into exile or face trial and execution ."
1316	0	"on a concert tour in india , they marry at a secret and romantic ceremony without any press attention ."
1317	0	"daughter from danang tells the dramatic story of one of these children , heidi bub ( a . k . a . mai thi hiep ) , and her vietnamese mother , maithi kim , sep"
1318	0	"years later , at the inauguration of the 'paradise-casino' , patricia announces to a stunned crowd and a flabbergasted katherine that she immediately retires f"
